,date,preds_0_Idaho Springs,actual,preds_1_Idaho Springs,preds_2_Idaho Springs,preds_3_Idaho Springs,preds_4_Idaho Springs,preds_5_Idaho Springs,preds_6_Idaho Springs,preds_7_Idaho Springs,site_name,lat,lon
0,2023-06-02 14:00:00+00:00,0.036044464,0.041,0.032399803,0.031810984,0.034658268,0.035137624,0.03676077,0.03338793,0.032572646,Idaho Springs,39.792519,-105.49127
1,2023-06-02 15:00:00+00:00,0.04336336,0.043,0.03869731,0.036189,0.035778042,0.037724435,0.03804992,0.039234295,0.036762763,Idaho Springs,39.792519,-105.49127
2,2023-06-02 16:00:00+00:00,0.043216817,0.051,0.04355547,0.040173512,0.03830315,0.03800511,0.039367292,0.039610982,0.040512342,Idaho Springs,39.792519,-105.49127
3,2023-06-02 17:00:00+00:00,0.050087143,0.054,0.042672902,0.042934168,0.04026617,0.038837206,0.038619354,0.03966751,0.039856713,Idaho Springs,39.792519,-105.49127
4,2023-06-02 18:00:00+00:00,0.053118255,0.06299999999999999,0.04892819,0.043005917,0.043220982,0.041167,0.040142078,0.03998418,0.040735044,Idaho Springs,39.792519,-105.49127
5,2023-06-02 19:00:00+00:00,0.061354116,0.061000000000000006,0.050749052,0.04719655,0.042025927,0.04219817,0.040636536,0.039853387,0.03973807,Idaho Springs,39.792519,-105.49127
6,2023-06-02 20:00:00+00:00,0.057805717,0.054,0.05819742,0.04877351,0.045581274,0.041408386,0.041542456,0.040305194,0.03969938,Idaho Springs,39.792519,-105.49127
7,2023-06-02 21:00:00+00:00,0.050580163,0.048,0.054801743,0.0551392,0.046633646,0.044048857,0.04088499,0.040988445,0.040045563,Idaho Springs,39.792519,-105.49127
8,2023-06-02 22:00:00+00:00,0.0443094,0.045,0.046997815,0.05047957,0.05077151,0.04403712,0.042046677,0.039610736,0.039690655,Idaho Springs,39.792519,-105.49127
9,2023-06-02 23:00:00+00:00,0.04229007,0.043,0.04156194,0.043876044,0.04700282,0.047242574,0.04182792,0.040217634,0.038254045,Idaho Springs,39.792519,-105.49127
10,2023-06-03 00:00:00+00:00,0.04156154,0.045,0.040841814,0.0402419,0.042347398,0.04491755,0.045110554,0.040700138,0.039381668,Idaho Springs,39.792519,-105.49127
11,2023-06-03 01:00:00+00:00,0.042875655,0.045,0.0395932,0.03904636,0.038537666,0.04013719,0.042057242,0.042204767,0.038791206,Idaho Springs,39.792519,-105.49127
12,2023-06-03 02:00:00+00:00,0.04200048,0.043,0.03995753,0.037415195,0.03699089,0.036621165,0.03771816,0.039102588,0.039211065,Idaho Springs,39.792519,-105.49127
13,2023-06-03 03:00:00+00:00,0.04022749,0.043,0.039301917,0.037760053,0.035730157,0.035418887,0.03515885,0.035949826,0.036966264,Idaho Springs,39.792519,-105.49127
14,2023-06-03 04:00:00+00:00,0.041162513,0.042,0.038647268,0.03794951,0.036703058,0.03514027,0.03491013,0.034716863,0.035306793,Idaho Springs,39.792519,-105.49127
15,2023-06-03 05:00:00+00:00,0.04043804,0.038,0.039676234,0.037782665,0.03722333,0.036266733,0.03511284,0.034940757,0.034798965,Idaho Springs,39.792519,-105.49127
16,2023-06-03 06:00:00+00:00,0.03662645,0.037,0.038816154,0.03821071,0.036630325,0.036182754,0.03544552,0.034538615,0.034403455,Idaho Springs,39.792519,-105.49127
17,2023-06-03 07:00:00+00:00,0.035935048,0.036,0.035607893,0.037364468,0.036851395,0.03556967,0.035220638,0.03463811,0.033919625,Idaho Springs,39.792519,-105.49127
18,2023-06-03 08:00:00+00:00,0.03518836,0.036,0.03512705,0.034861173,0.036354996,0.035938065,0.034941863,0.03466729,0.034208216,Idaho Springs,39.792519,-105.49127
19,2023-06-03 09:00:00+00:00,0.034528077,0.031999999999999994,0.03376939,0.03371663,0.03347965,0.034742672,0.034402538,0.03357794,0.033349175,Idaho Springs,39.792519,-105.49127
20,2023-06-03 10:00:00+00:00,0.03086184,0.031000000000000003,0.033206813,0.032566097,0.0325194,0.03231971,0.033340525,0.03306122,0.032376308,Idaho Springs,39.792519,-105.49127
21,2023-06-03 11:00:00+00:00,0.030446388,0.031000000000000003,0.030321574,0.032298695,0.031740114,0.03170122,0.031541273,0.03237788,0.032143377,Idaho Springs,39.792519,-105.49127
22,2023-06-03 12:00:00+00:00,0.030122137,0.031000000000000003,0.029607749,0.029505929,0.031145947,0.030690221,0.030659446,0.030528178,0.031245487,Idaho Springs,39.792519,-105.49127
23,2023-06-03 13:00:00+00:00,0.03020894,0.035,0.029399777,0.029000029,0.028920922,0.030191887,0.029838454,0.029813366,0.029702788,Idaho Springs,39.792519,-105.49127
24,2023-06-03 14:00:00+00:00,0.037755724,0.038,0.033290137,0.032729775,0.03245753,0.03240405,0.033263784,0.033009384,0.032990873,Idaho Springs,39.792519,-105.49127
25,2023-06-03 15:00:00+00:00,0.04036641,0.033,0.040125355,0.037011735,0.036636237,0.03645715,0.036422957,0.03701015,0.036833283,Idaho Springs,39.792519,-105.49127
26,2023-06-03 16:00:00+00:00,0.033261854,0.035,0.040347483,0.040165596,0.03778021,0.037503444,0.037375282,0.037349466,0.03778865,Idaho Springs,39.792519,-105.49127
27,2023-06-03 17:00:00+00:00,0.03617333,0.042,0.034599468,0.040023636,0.0398756,0.03803094,0.037823588,0.037723172,0.03770327,Idaho Springs,39.792519,-105.49127
28,2023-06-03 18:00:00+00:00,0.04213376,0.044,0.036629494,0.035412956,0.039983585,0.039867073,0.03850002,0.038343415,0.03827011,Idaho Springs,39.792519,-105.49127
29,2023-06-03 19:00:00+00:00,0.043230984,0.046,0.04142381,0.036962237,0.035911437,0.03956323,0.03947482,0.038430024,0.038314156,Idaho Springs,39.792519,-105.49127
