,o3,site,latitude,longitude,randoms
o3_sim_7,29.250805,o3_sim_7,39.3174019,-104.9990005,4.7e-06
o3_sim_8,20.212692,o3_sim_8,39.3174019,-105.1019974,8.59e-05
o3_sim_9,27.147211,o3_sim_9,39.3174019,-105.2050018,6.4e-05
o3_sim_10,31.731812,o3_sim_10,39.3174019,-105.3079987,5.2e-06
o3_sim_11,36.029594,o3_sim_11,39.3174019,-105.4110031,8.76e-05
o3_sim_12,41.298687,o3_sim_12,39.3174019,-105.5139999,9.4e-06
o3_sim_13,42.00231,o3_sim_13,39.3174019,-105.6169968,3.33e-05
o3_sim_14,41.21551,o3_sim_14,39.3174019,-105.7200012,9.84e-05
o3_sim_15,35.58628,o3_sim_15,39.4205017,-104.3799973,1.53e-05
o3_sim_16,31.726461,o3_sim_16,39.4205017,-104.4830017,4.21e-05
o3_sim_17,28.791723,o3_sim_17,39.4205017,-104.5859985,7.38e-05
o3_sim_18,20.239147,o3_sim_18,39.4205017,-104.6900024,9.11e-05
o3_sim_19,28.836153,o3_sim_19,39.4205017,-104.7929993,7.69e-05
o3_sim_20,15.882505,o3_sim_20,39.4205017,-104.8960037,9.1e-05
o3_sim_21,29.652962,o3_sim_21,39.4205017,-104.9990005,8.07e-05
o3_sim_22,30.203238,o3_sim_22,39.4205017,-105.1019974,1.59e-05
o3_sim_23,29.558601,o3_sim_23,39.4205017,-105.2050018,6.86e-05
o3_sim_24,29.239044,o3_sim_24,39.4205017,-105.3079987,5.65e-05
o3_sim_25,32.126232,o3_sim_25,39.4205017,-105.4110031,9.62e-05
o3_sim_26,31.210136,o3_sim_26,39.4205017,-105.5139999,8.31e-05
o3_sim_27,43.201256,o3_sim_27,39.4205017,-105.6169968,3.07e-05
o3_sim_28,34.60593,o3_sim_28,39.4205017,-105.7200012,1.02e-05
o3_sim_29,36.377987,o3_sim_29,39.5236015,-104.3799973,3.06e-05
o3_sim_30,28.542776,o3_sim_30,39.5236015,-104.4830017,7.4e-05
o3_sim_31,29.160627,o3_sim_31,39.5236015,-104.5859985,1.25e-05
o3_sim_32,25.794207,o3_sim_32,39.5236015,-104.6900024,3.58e-05
o3_sim_33,23.718395,o3_sim_33,39.5236015,-104.7929993,8.48e-05
o3_sim_34,27.313112,o3_sim_34,39.5236015,-104.8960037,1.94e-05
o3_sim_35,30.806273,o3_sim_35,39.5236015,-104.9990005,2.48e-05
o3_sim_36,31.14671,o3_sim_36,39.5236015,-105.1019974,8.94e-05
o3_sim_37,37.227203,o3_sim_37,39.5236015,-105.2050018,5.74e-05
o3_sim_38,38.97247,o3_sim_38,39.5236015,-105.3079987,1.38e-05
o3_sim_39,37.250412,o3_sim_39,39.5236015,-105.4110031,9.41e-05
o3_sim_40,34.470818,o3_sim_40,39.5236015,-105.5139999,5.92e-05
o3_sim_41,33.81508,o3_sim_41,39.5236015,-105.6169968,2.88e-05
o3_sim_42,37.095963,o3_sim_42,39.5236015,-105.7200012,3.01e-05
o3_sim_43,37.673286,o3_sim_43,39.6265984,-104.3799973,6.5e-06
o3_sim_44,35.282936,o3_sim_44,39.6265984,-104.4830017,2.1e-06
o3_sim_45,34.123596,o3_sim_45,39.6265984,-104.5859985,4.74e-05
o3_sim_46,25.961596,o3_sim_46,39.6265984,-104.6900024,8.78e-05
o3_sim_47,22.216253,o3_sim_47,39.6265984,-104.7929993,1.17e-05
o3_sim_48,11.413025,o3_sim_48,39.6265984,-104.8960037,7.1e-05
o3_sim_49,26.549652,o3_sim_49,39.6265984,-104.9990005,8.4e-05
o3_sim_50,35.92165,o3_sim_50,39.6265984,-105.1019974,9.71e-05
o3_sim_51,33.67447,o3_sim_51,39.6265984,-105.2050018,5.06e-05
o3_sim_52,24.107632,o3_sim_52,39.6265984,-105.3079987,8.43e-05
o3_sim_53,21.841244,o3_sim_53,39.6265984,-105.4110031,6.3e-05
o3_sim_54,26.177536,o3_sim_54,39.6265984,-105.5139999,6.9e-06
o3_sim_55,43.731922,o3_sim_55,39.6265984,-105.6169968,6.92e-05
o3_sim_56,46.707146,o3_sim_56,39.6265984,-105.7200012,2.54e-05
o3_sim_57,40.486183,o3_sim_57,39.7296982,-104.3799973,7.56e-05
o3_sim_58,33.90333,o3_sim_58,39.7296982,-104.4830017,9.8e-06
o3_sim_59,32.454124,o3_sim_59,39.7296982,-104.5859985,4.68e-05
o3_sim_60,28.814495,o3_sim_60,39.7296982,-104.6900024,9.89e-05
o3_sim_61,23.824953,o3_sim_61,39.7296982,-104.7929993,5e-05
o3_sim_62,29.879288,o3_sim_62,39.7296982,-104.8960037,6.39e-05
o3_sim_63,23.526945,o3_sim_63,39.7296982,-104.9990005,6.52e-05
o3_sim_64,23.825563,o3_sim_64,39.7296982,-105.1019974,4.1e-05
o3_sim_65,31.205563,o3_sim_65,39.7296982,-105.2050018,5.77e-05
o3_sim_66,31.23471,o3_sim_66,39.7296982,-105.3079987,4.01e-05
o3_sim_67,36.99653,o3_sim_67,39.7296982,-105.4110031,3.37e-05
o3_sim_68,27.541544,o3_sim_68,39.7296982,-105.5139999,9.38e-05
o3_sim_69,41.835957,o3_sim_69,39.7296982,-105.6169968,5.59e-05
o3_sim_70,37.68193,o3_sim_70,39.7296982,-105.7200012,6.14e-05
o3_sim_71,41.677345,o3_sim_71,39.8328018,-104.3799973,9.85e-05
o3_sim_72,40.80232,o3_sim_72,39.8328018,-104.4830017,1.14e-05
o3_sim_73,41.184807,o3_sim_73,39.8328018,-104.5859985,2.33e-05
o3_sim_74,31.398033,o3_sim_74,39.8328018,-104.6900024,1.08e-05
o3_sim_75,36.33676,o3_sim_75,39.8328018,-104.7929993,2.5e-05
o3_sim_76,30.066776,o3_sim_76,39.8328018,-104.8960037,9.23e-05
o3_sim_77,30.035599,o3_sim_77,39.8328018,-104.9990005,1.28e-05
o3_sim_78,27.846485,o3_sim_78,39.8328018,-105.1019974,9.75e-05
o3_sim_79,30.1448,o3_sim_79,39.8328018,-105.2050018,6.44e-05
o3_sim_80,35.992493,o3_sim_80,39.8328018,-105.3079987,2.97e-05
o3_sim_81,34.731293,o3_sim_81,39.8328018,-105.4110031,1.68e-05
o3_sim_82,36.861744,o3_sim_82,39.8328018,-105.5139999,8.21e-05
o3_sim_83,33.525307,o3_sim_83,39.8328018,-105.6169968,7.72e-05
o3_sim_84,48.246624,o3_sim_84,39.8328018,-105.7200012,6.31e-05
o3_sim_85,41.73384,o3_sim_85,39.9359016,-104.3799973,6.63e-05
o3_sim_86,40.765392,o3_sim_86,39.9359016,-104.4830017,3.77e-05
o3_sim_87,40.491238,o3_sim_87,39.9359016,-104.5859985,6.16e-05
o3_sim_88,38.655277,o3_sim_88,39.9359016,-104.6900024,6.74e-05
o3_sim_89,37.306297,o3_sim_89,39.9359016,-104.7929993,6.73e-05
o3_sim_90,40.838173,o3_sim_90,39.9359016,-104.8960037,7.76e-05
o3_sim_91,30.974379,o3_sim_91,39.9359016,-104.9990005,1.1e-06
o3_sim_92,35.827087,o3_sim_92,39.9359016,-105.1019974,1.42e-05
o3_sim_93,39.43301,o3_sim_93,39.9359016,-105.2050018,5.28e-05
o3_sim_94,29.86084,o3_sim_94,39.9359016,-105.3079987,9.16e-05
o3_sim_95,31.334461,o3_sim_95,39.9359016,-105.4110031,7.13e-05
o3_sim_96,36.05393,o3_sim_96,39.9359016,-105.5139999,9.21e-05
o3_sim_97,33.677254,o3_sim_97,39.9359016,-105.6169968,8.15e-05
o3_sim_98,45.648922,o3_sim_98,39.9359016,-105.7200012,2.4e-05
o3_sim_99,41.772614,o3_sim_99,40.0390015,-104.3799973,2.34e-05
o3_sim_100,43.03775,o3_sim_100,40.0390015,-104.4830017,1.75e-05
o3_sim_101,44.278736,o3_sim_101,40.0390015,-104.5859985,2.55e-05
o3_sim_102,45.470238,o3_sim_102,40.0390015,-104.6900024,7.6e-05
o3_sim_103,37.268387,o3_sim_103,40.0390015,-104.7929993,3.68e-05
o3_sim_104,42.947887,o3_sim_104,40.0390015,-104.8960037,7.18e-05
o3_sim_105,37.907993,o3_sim_105,40.0390015,-104.9990005,7.12e-05
o3_sim_106,40.346466,o3_sim_106,40.0390015,-105.1019974,9.56e-05
o3_sim_107,39.113567,o3_sim_107,40.0390015,-105.2050018,4.59e-05
o3_sim_108,33.40132,o3_sim_108,40.0390015,-105.3079987,2.66e-05
o3_sim_109,27.539812,o3_sim_109,40.0390015,-105.4110031,2.26e-05
o3_sim_110,36.28804,o3_sim_110,40.0390015,-105.5139999,5.01e-05
o3_sim_111,44.085644,o3_sim_111,40.0390015,-105.6169968,4.66e-05
o3_sim_112,42.838726,o3_sim_112,40.0390015,-105.7200012,3.27e-05
o3_sim_113,42.07156,o3_sim_113,40.1421013,-104.3799973,1.89e-05
o3_sim_114,40.703125,o3_sim_114,40.1421013,-104.4830017,6.37e-05
o3_sim_115,40.09131,o3_sim_115,40.1421013,-104.5859985,1.43e-05
o3_sim_116,39.936554,o3_sim_116,40.1421013,-104.6900024,1.88e-05
o3_sim_117,44.882423,o3_sim_117,40.1421013,-104.7929993,9.76e-05
o3_sim_118,41.223392,o3_sim_118,40.1421013,-104.8960037,3.38e-05
o3_sim_119,37.943207,o3_sim_119,40.1421013,-104.9990005,3.73e-05
o3_sim_120,36.650383,o3_sim_120,40.1421013,-105.1019974,5.78e-05
o3_sim_121,39.445427,o3_sim_121,40.1421013,-105.2050018,8.08e-05
o3_sim_122,39.571434,o3_sim_122,40.1421013,-105.3079987,8.4e-06
o3_sim_123,27.449453,o3_sim_123,40.1421013,-105.4110031,7.2e-05
o3_sim_124,42.42311,o3_sim_124,40.1421013,-105.5139999,8.97e-05
o3_sim_125,41.246765,o3_sim_125,40.1421013,-105.6169968,2.82e-05
o3_sim_126,37.53343,o3_sim_126,40.1421013,-105.7200012,8.95e-05
o3_sim_127,48.62107,o3_sim_127,40.2452011,-104.3799973,1.98e-05
o3_sim_128,39.293945,o3_sim_128,40.2452011,-104.4830017,5.66e-05
o3_sim_129,41.101543,o3_sim_129,40.2452011,-104.5859985,5.58e-05
o3_sim_130,42.726696,o3_sim_130,40.2452011,-104.6900024,3.1e-06
o3_sim_131,39.918003,o3_sim_131,40.2452011,-104.7929993,3.63e-05
o3_sim_132,41.349052,o3_sim_132,40.2452011,-104.8960037,1.41e-05
o3_sim_133,38.20232,o3_sim_133,40.2452011,-104.9990005,3.59e-05
o3_sim_134,40.74686,o3_sim_134,40.2452011,-105.1019974,4.35e-05
o3_sim_135,35.03911,o3_sim_135,40.2452011,-105.2050018,8.1e-06
o3_sim_136,37.433067,o3_sim_136,40.2452011,-105.3079987,9.32e-05
o3_sim_137,33.96852,o3_sim_137,40.2452011,-105.4110031,4.17e-05
o3_sim_138,38.482212,o3_sim_138,40.2452011,-105.5139999,2e-07
o3_sim_139,43.265682,o3_sim_139,40.2452011,-105.6169968,7.33e-05
