,o3,site,latitude,longitude,randoms
o3_sim_Sunnyside_6,56.21294,o3_sim_Sunnyside_6,39.779426300000004,-105.00518,6.37e-05
o3_sim_East Plains_6,60.791553,o3_sim_East Plains_6,39.6385171,-104.569335,4.9e-06
o3_sim_South Table_6,61.493137,o3_sim_South Table_6,39.7436754,-105.177989,4.86e-05
o3_sim_140,46.674065,o3_sim_140,40.2452011,-105.7200012,9.18e-05
o3_sim_1,62.50323,o3_sim_1,39.3174019,-104.3799973,5.99e-05
o3_sim_2,55.460648,o3_sim_2,39.3174019,-104.4830017,6.3e-06
o3_sim_3,50.438164,o3_sim_3,39.3174019,-104.5859985,7.73e-05
o3_sim_4,49.53869,o3_sim_4,39.3174019,-104.6900024,3.86e-05
o3_sim_5,48.730587,o3_sim_5,39.3174019,-104.7929993,9.04e-05
o3_sim_6,51.55668,o3_sim_6,39.3174019,-104.8960037,8.74e-05
o3_sim_7,59.78046,o3_sim_7,39.3174019,-104.9990005,2.4e-06
o3_sim_8,48.95915,o3_sim_8,39.3174019,-105.1019974,5.57e-05
o3_sim_9,52.536674,o3_sim_9,39.3174019,-105.2050018,3.5e-05
o3_sim_10,49.32517,o3_sim_10,39.3174019,-105.3079987,7.1e-06
o3_sim_11,46.441113,o3_sim_11,39.3174019,-105.4110031,8.34e-05
o3_sim_12,48.916714,o3_sim_12,39.3174019,-105.5139999,4.67e-05
o3_sim_13,50.097305,o3_sim_13,39.3174019,-105.6169968,7.28e-05
o3_sim_14,60.32748,o3_sim_14,39.3174019,-105.7200012,3.23e-05
o3_sim_15,58.194027,o3_sim_15,39.4205017,-104.3799973,5e-05
o3_sim_16,52.96916,o3_sim_16,39.4205017,-104.4830017,8.2e-06
o3_sim_17,53.524975,o3_sim_17,39.4205017,-104.5859985,6.26e-05
o3_sim_18,58.006752,o3_sim_18,39.4205017,-104.6900024,5.63e-05
o3_sim_19,57.84075,o3_sim_19,39.4205017,-104.7929993,1.66e-05
o3_sim_20,56.605373,o3_sim_20,39.4205017,-104.8960037,5.35e-05
o3_sim_21,58.16263,o3_sim_21,39.4205017,-104.9990005,3.39e-05
o3_sim_22,59.36004,o3_sim_22,39.4205017,-105.1019974,9.78e-05
o3_sim_23,55.2249,o3_sim_23,39.4205017,-105.2050018,6.2e-05
o3_sim_24,49.494736,o3_sim_24,39.4205017,-105.3079987,1.65e-05
o3_sim_25,53.691013,o3_sim_25,39.4205017,-105.4110031,8.4e-05
o3_sim_26,53.021297,o3_sim_26,39.4205017,-105.5139999,6.58e-05
o3_sim_27,47.363102,o3_sim_27,39.4205017,-105.6169968,4.93e-05
o3_sim_28,47.729916,o3_sim_28,39.4205017,-105.7200012,5.3e-05
o3_sim_29,65.69289,o3_sim_29,39.5236015,-104.3799973,2.8e-05
o3_sim_30,58.121155,o3_sim_30,39.5236015,-104.4830017,8.85e-05
o3_sim_31,57.444084,o3_sim_31,39.5236015,-104.5859985,3.27e-05
o3_sim_32,54.494705,o3_sim_32,39.5236015,-104.6900024,1.76e-05
o3_sim_33,57.65351,o3_sim_33,39.5236015,-104.7929993,6.9e-05
o3_sim_34,55.83687,o3_sim_34,39.5236015,-104.8960037,2.25e-05
o3_sim_35,55.68007,o3_sim_35,39.5236015,-104.9990005,4.94e-05
o3_sim_36,61.057247,o3_sim_36,39.5236015,-105.1019974,3.36e-05
o3_sim_37,56.20546,o3_sim_37,39.5236015,-105.2050018,9.82e-05
o3_sim_38,57.89781,o3_sim_38,39.5236015,-105.3079987,9.24e-05
o3_sim_39,50.419533,o3_sim_39,39.5236015,-105.4110031,4.07e-05
o3_sim_40,50.028988,o3_sim_40,39.5236015,-105.5139999,5.2e-06
o3_sim_41,47.967373,o3_sim_41,39.5236015,-105.6169968,7.13e-05
o3_sim_42,48.31869,o3_sim_42,39.5236015,-105.7200012,1.72e-05
o3_sim_43,66.68288,o3_sim_43,39.6265984,-104.3799973,5.7e-06
o3_sim_44,61.420822,o3_sim_44,39.6265984,-104.4830017,4.62e-05
o3_sim_45,58.23477,o3_sim_45,39.6265984,-104.5859985,2.2e-06
o3_sim_46,61.332573,o3_sim_46,39.6265984,-104.6900024,9.99e-05
o3_sim_47,62.129883,o3_sim_47,39.6265984,-104.7929993,9.22e-05
o3_sim_48,57.535717,o3_sim_48,39.6265984,-104.8960037,3.67e-05
o3_sim_49,60.113182,o3_sim_49,39.6265984,-104.9990005,8.96e-05
o3_sim_50,62.06224,o3_sim_50,39.6265984,-105.1019974,5.16e-05
o3_sim_51,56.314137,o3_sim_51,39.6265984,-105.2050018,6.28e-05
o3_sim_52,51.41058,o3_sim_52,39.6265984,-105.3079987,5.08e-05
o3_sim_53,58.055923,o3_sim_53,39.6265984,-105.4110031,6.21e-05
o3_sim_54,40.17431,o3_sim_54,39.6265984,-105.5139999,9.34e-05
o3_sim_55,48.60851,o3_sim_55,39.6265984,-105.6169968,8.64e-05
o3_sim_56,51.68441,o3_sim_56,39.6265984,-105.7200012,8.08e-05
o3_sim_57,61.689827,o3_sim_57,39.7296982,-104.3799973,5.71e-05
o3_sim_58,59.91604,o3_sim_58,39.7296982,-104.4830017,4.88e-05
o3_sim_59,60.633644,o3_sim_59,39.7296982,-104.5859985,6.73e-05
o3_sim_60,57.529224,o3_sim_60,39.7296982,-104.6900024,6.94e-05
o3_sim_61,56.219048,o3_sim_61,39.7296982,-104.7929993,8.57e-05
o3_sim_62,59.301453,o3_sim_62,39.7296982,-104.8960037,2.34e-05
o3_sim_63,57.14227,o3_sim_63,39.7296982,-104.9990005,3.06e-05
o3_sim_64,58.595005,o3_sim_64,39.7296982,-105.1019974,1.26e-05
o3_sim_65,60.597176,o3_sim_65,39.7296982,-105.2050018,5.12e-05
o3_sim_66,44.92952,o3_sim_66,39.7296982,-105.3079987,9.59e-05
o3_sim_67,50.116894,o3_sim_67,39.7296982,-105.4110031,3.59e-05
o3_sim_68,45.86544,o3_sim_68,39.7296982,-105.5139999,5.28e-05
o3_sim_69,41.243942,o3_sim_69,39.7296982,-105.6169968,5.13e-05
o3_sim_70,46.80381,o3_sim_70,39.7296982,-105.7200012,4.03e-05
o3_sim_71,66.39964,o3_sim_71,39.8328018,-104.3799973,9.9e-05
o3_sim_72,64.44498,o3_sim_72,39.8328018,-104.4830017,3.73e-05
o3_sim_73,63.209824,o3_sim_73,39.8328018,-104.5859985,2.59e-05
o3_sim_74,65.81192,o3_sim_74,39.8328018,-104.6900024,4.9e-05
o3_sim_75,64.66249,o3_sim_75,39.8328018,-104.7929993,1.85e-05
o3_sim_76,60.050117,o3_sim_76,39.8328018,-104.8960037,7.8e-05
o3_sim_77,59.073875,o3_sim_77,39.8328018,-104.9990005,9.94e-05
o3_sim_78,59.187878,o3_sim_78,39.8328018,-105.1019974,4.83e-05
o3_sim_79,54.659935,o3_sim_79,39.8328018,-105.2050018,9.4e-06
o3_sim_80,50.660316,o3_sim_80,39.8328018,-105.3079987,8.55e-05
o3_sim_81,49.683643,o3_sim_81,39.8328018,-105.4110031,6.25e-05
o3_sim_82,47.04675,o3_sim_82,39.8328018,-105.5139999,2.14e-05
o3_sim_83,44.051563,o3_sim_83,39.8328018,-105.6169968,4.7e-06
o3_sim_84,43.237938,o3_sim_84,39.8328018,-105.7200012,8.41e-05
o3_sim_85,63.897224,o3_sim_85,39.9359016,-104.3799973,2.53e-05
o3_sim_86,64.71159,o3_sim_86,39.9359016,-104.4830017,9.03e-05
o3_sim_87,64.185524,o3_sim_87,39.9359016,-104.5859985,1.64e-05
o3_sim_88,59.43183,o3_sim_88,39.9359016,-104.6900024,4.7e-05
o3_sim_89,62.351974,o3_sim_89,39.9359016,-104.7929993,9.45e-05
o3_sim_90,65.93772,o3_sim_90,39.9359016,-104.8960037,9.29e-05
o3_sim_91,53.45658,o3_sim_91,39.9359016,-104.9990005,3.8e-06
o3_sim_92,59.756447,o3_sim_92,39.9359016,-105.1019974,8.06e-05
o3_sim_93,60.179417,o3_sim_93,39.9359016,-105.2050018,5.24e-05
o3_sim_94,58.986855,o3_sim_94,39.9359016,-105.3079987,3.1e-05
o3_sim_95,47.329205,o3_sim_95,39.9359016,-105.4110031,9.37e-05
o3_sim_96,43.744778,o3_sim_96,39.9359016,-105.5139999,9.32e-05
o3_sim_97,43.251957,o3_sim_97,39.9359016,-105.6169968,2.7e-06
o3_sim_98,42.715736,o3_sim_98,39.9359016,-105.7200012,3.4e-06
o3_sim_99,61.28126,o3_sim_99,40.0390015,-104.3799973,5.36e-05
o3_sim_100,64.88317,o3_sim_100,40.0390015,-104.4830017,8e-05
o3_sim_101,60.95578,o3_sim_101,40.0390015,-104.5859985,9.58e-05
o3_sim_102,60.761337,o3_sim_102,40.0390015,-104.6900024,8.45e-05
o3_sim_103,64.5732,o3_sim_103,40.0390015,-104.7929993,8.42e-05
o3_sim_104,62.343597,o3_sim_104,40.0390015,-104.8960037,8.93e-05
o3_sim_105,60.119823,o3_sim_105,40.0390015,-104.9990005,4.59e-05
o3_sim_106,57.3196,o3_sim_106,40.0390015,-105.1019974,8.76e-05
o3_sim_107,60.03181,o3_sim_107,40.0390015,-105.2050018,9.84e-05
o3_sim_108,53.15175,o3_sim_108,40.0390015,-105.3079987,9.16e-05
o3_sim_109,45.17074,o3_sim_109,40.0390015,-105.4110031,6.47e-05
o3_sim_110,41.730244,o3_sim_110,40.0390015,-105.5139999,3.13e-05
o3_sim_111,42.882717,o3_sim_111,40.0390015,-105.6169968,5.55e-05
o3_sim_112,47.898834,o3_sim_112,40.0390015,-105.7200012,2.73e-05
o3_sim_113,65.87387,o3_sim_113,40.1421013,-104.3799973,2.6e-05
o3_sim_114,62.371178,o3_sim_114,40.1421013,-104.4830017,5.84e-05
o3_sim_115,60.05298,o3_sim_115,40.1421013,-104.5859985,9.43e-05
o3_sim_116,54.37946,o3_sim_116,40.1421013,-104.6900024,2.45e-05
o3_sim_117,59.09729,o3_sim_117,40.1421013,-104.7929993,1.01e-05
o3_sim_118,60.244877,o3_sim_118,40.1421013,-104.8960037,6.51e-05
o3_sim_119,59.1431,o3_sim_119,40.1421013,-104.9990005,1.1e-05
o3_sim_120,56.807175,o3_sim_120,40.1421013,-105.1019974,9.71e-05
o3_sim_121,57.402,o3_sim_121,40.1421013,-105.2050018,6.8e-05
o3_sim_122,57.765526,o3_sim_122,40.1421013,-105.3079987,5.17e-05
o3_sim_123,49.646355,o3_sim_123,40.1421013,-105.4110031,6.9e-06
o3_sim_124,35.78119,o3_sim_124,40.1421013,-105.5139999,7.33e-05
o3_sim_125,46.43367,o3_sim_125,40.1421013,-105.6169968,8.02e-05
o3_sim_126,44.700825,o3_sim_126,40.1421013,-105.7200012,7.32e-05
o3_sim_127,59.941273,o3_sim_127,40.2452011,-104.3799973,6.18e-05
o3_sim_128,60.729942,o3_sim_128,40.2452011,-104.4830017,7.41e-05
o3_sim_129,58.986168,o3_sim_129,40.2452011,-104.5859985,5.61e-05
o3_sim_130,57.98804,o3_sim_130,40.2452011,-104.6900024,6.92e-05
o3_sim_131,61.166862,o3_sim_131,40.2452011,-104.7929993,4.45e-05
o3_sim_132,60.154602,o3_sim_132,40.2452011,-104.8960037,8.62e-05
o3_sim_133,55.988483,o3_sim_133,40.2452011,-104.9990005,4.01e-05
o3_sim_134,51.96983,o3_sim_134,40.2452011,-105.1019974,9.8e-06
o3_sim_135,47.543926,o3_sim_135,40.2452011,-105.2050018,9.15e-05
o3_sim_136,57.849964,o3_sim_136,40.2452011,-105.3079987,6.05e-05
o3_sim_137,54.540035,o3_sim_137,40.2452011,-105.4110031,3.31e-05
o3_sim_138,41.817158,o3_sim_138,40.2452011,-105.5139999,5.19e-05
o3_sim_139,43.41454,o3_sim_139,40.2452011,-105.6169968,8.58e-05
